SIZE_0,SHAPE_1,SHAPE_2,SHAPE_3,SHAPE_4,SHAPE_7,SHAPE_8,SHAPE_9
179.2,0.594,0.461,2.263,0.986,1.631,0.879,3.302
186.0,0.526,0.458,2.468,1.165,1.829,0.965,3.235
180.2,0.556,0.472,2.430,1.106,1.753,0.866,3.279
184.5,0.628,0.477,2.298,1.002,1.694,0.860,3.521
179.8,0.576,0.475,2.371,1.036,1.774,0.900,3.326
190.6,0.580,0.440,2.327,1.076,1.782,0.891,3.110
192.2,0.662,0.452,2.371,0.976,1.732,0.949,3.195
190.7,0.516,0.453,2.417,1.158,1.740,0.879,3.120
171.4,0.554,0.469,2.281,1.082,1.875,0.936,3.167
195.8,0.596,0.445,2.252,1.071,1.723,0.902,3.109
191.3,0.531,0.462,2.469,1.103,1.784,0.959,3.224
186.4,0.580,0.471,2.376,1.116,1.719,0.917,3.267
198.6,0.524,0.440,2.240,1.075,1.782,0.857,3.008
194.6,0.559,0.456,2.403,1.211,1.907,0.915,3.127
192.4,0.514,0.448,2.513,1.159,1.904,0.934,3.068
191.1,0.565,0.468,2.301,1.063,1.706,0.901,3.353
200.2,0.537,0.476,2.233,1.082,1.743,0.894,3.230
187.0,0.513,0.464,2.527,1.092,1.844,0.886,3.184
179.8,0.594,0.469,2.365,1.063,1.771,0.886,3.227
189.2,0.538,0.445,2.349,1.126,1.839,0.940,3.176
185.3,0.537,0.463,2.354,1.072,1.690,0.913,3.170
196.8,0.509,0.453,2.303,1.164,1.722,0.910,3.080
201.5,0.543,0.464,2.252,1.198,1.777,0.896,3.291
187.2,0.588,0.467,2.461,1.029,1.710,0.916,3.206
193.7,0.697,0.443,2.276,0.896,1.461,0.844,3.245
186.9,0.592,0.460,2.346,1.023,1.825,0.834,3.272
192.5,0.520,0.464,2.317,1.124,1.747,0.842,3.251
184.9,0.501,0.454,2.456,1.210,1.885,0.956,3.092
196.9,0.664,0.459,2.216,1.066,1.537,0.997,3.070
183.4,0.556,0.457,2.305,1.120,1.827,0.976,3.212
190.5,0.517,0.461,2.414,1.179,1.828,0.934,3.252
187.4,0.520,0.461,2.345,1.197,1.733,0.923,3.151
213.9,0.576,0.467,2.229,1.047,1.608,0.918,3.150
188.7,0.614,0.456,2.324,1.022,1.741,0.865,3.089
202.7,0.639,0.453,2.116,1.178,1.417,1.093,3.039
209.6,0.732,0.465,2.233,0.913,1.599,0.863,3.284
200.2,0.632,0.443,2.236,1.028,1.661,0.932,3.091
184.8,0.555,0.441,2.273,1.164,1.729,0.950,3.164
174.2,0.552,0.473,2.323,1.142,1.881,0.905,3.276
172.1,0.519,0.482,2.518,1.171,1.802,0.942,3.247
235.3,0.897,0.445,2.082,0.765,1.390,0.835,3.354
194.4,0.604,0.457,2.207,1.093,1.717,0.903,3.158
188.2,0.490,0.445,2.237,1.206,1.748,0.890,3.108
193.4,0.644,0.452,2.272,1.024,1.682,0.892,3.077
189.9,0.536,0.458,2.302,1.211,1.817,0.886,3.096
186.2,0.617,0.456,2.234,1.097,1.490,0.933,3.208
217.9,0.587,0.458,2.410,1.058,1.666,0.939,3.129
211.2,0.765,0.449,2.261,1.025,1.462,0.985,3.291
188.2,0.510,0.453,2.394,1.148,1.784,0.933,3.275
233.9,0.892,0.469,2.133,0.948,1.318,0.993,3.287
186.2,0.590,0.468,2.280,0.931,1.721,0.864,3.261
183.1,0.495,0.457,2.312,1.286,1.806,0.960,3.078
176.7,0.514,0.486,2.237,1.219,1.756,0.886,3.300
192.4,0.754,0.465,2.295,0.970,1.576,0.950,3.112
193.5,0.631,0.460,2.282,1.186,1.771,0.938,3.239
181.5,0.530,0.469,2.316,1.150,1.822,0.876,3.190
181.1,0.557,0.478,2.186,1.215,1.765,0.921,3.189
173.6,0.540,0.466,2.339,1.208,1.753,0.953,3.220
174.5,0.519,0.473,2.280,1.192,1.755,0.944,3.158
191.7,0.643,0.467,2.306,1.003,1.710,0.898,3.174
188.8,0.539,0.460,2.361,1.068,1.667,0.941,3.242
181.5,0.524,0.472,2.373,1.090,1.864,0.913,3.309
189.4,0.525,0.460,2.332,1.146,1.771,0.863,3.205
189.0,0.535,0.445,2.397,1.137,1.880,0.939,3.085
205.3,0.734,0.487,2.048,1.078,1.440,0.981,3.378
181.6,0.530,0.467,2.347,1.152,1.766,0.906,3.292
188.7,0.458,0.457,2.265,1.258,1.949,0.850,3.068
180.9,0.526,0.447,2.210,1.125,1.711,0.969,3.191
187.6,0.540,0.455,2.295,1.150,1.775,0.883,3.217
184.1,0.541,0.447,2.334,1.139,1.712,0.940,3.145
181.9,0.558,0.469,2.374,1.111,1.676,0.919,3.119
180.9,0.535,0.462,2.317,1.197,1.819,0.917,3.212
190.6,0.568,0.445,2.296,1.169,1.837,0.948,3.216
175.6,0.493,0.445,2.372,1.220,1.895,0.940,3.157
179.0,0.544,0.456,2.332,1.253,1.779,0.971,3.299
205.1,0.612,0.435,2.360,1.078,1.508,0.982,3.216
197.5,0.585,0.454,2.375,1.014,1.642,0.859,3.282
179.9,0.571,0.453,2.345,1.164,1.754,0.918,3.190
189.6,0.536,0.454,2.325,1.116,1.775,0.972,3.168
184.7,0.599,0.463,2.241,1.118,1.600,0.972,3.180
176.5,0.536,0.470,2.288,1.267,1.764,0.942,3.214
194.7,0.606,0.443,2.284,1.051,1.569,0.931,2.991
184.2,0.547,0.458,2.347,1.057,1.812,0.924,3.229
180.3,0.496,0.476,2.294,1.163,1.796,0.888,3.192
174.5,0.556,0.495,2.335,1.182,1.778,0.928,3.341
179.0,0.519,0.499,2.308,1.186,1.812,0.947,3.349
181.6,0.503,0.463,2.253,1.232,1.803,0.901,3.175
185.9,0.484,0.461,2.426,1.249,2.034,0.900,3.184
213.4,0.851,0.455,2.113,0.936,1.337,0.889,3.075
184.3,0.542,0.477,2.316,1.191,1.788,0.914,3.255
176.0,0.574,0.474,2.430,1.104,1.811,0.977,3.251
177.5,0.499,0.468,2.366,1.148,1.970,0.906,3.099
187.8,0.529,0.440,2.416,1.225,1.930,0.881,3.093
187.2,0.645,0.420,2.182,1.040,1.765,0.931,2.988
196.2,0.451,0.454,2.488,1.151,1.860,0.884,3.054
177.3,0.492,0.487,2.202,1.212,1.828,0.890,3.176
198.8,0.668,0.454,2.370,1.010,1.589,0.947,3.124
183.4,0.563,0.452,2.242,1.005,1.938,0.858,3.226
201.8,0.620,0.460,2.195,1.098,1.838,0.882,3.176
183.4,0.539,0.486,2.320,1.131,1.734,0.917,3.377
195.2,0.731,0.482,2.177,0.920,1.560,0.916,3.264
173.4,0.497,0.498,2.333,1.114,1.900,0.878,3.463
171.5,0.534,0.470,2.267,1.118,1.841,0.938,3.082
186.3,0.594,0.473,2.413,1.110,1.748,0.942,3.353
188.0,0.496,0.451,2.487,1.147,1.760,0.854,3.157
179.6,0.555,0.467,2.265,1.080,1.737,0.905,3.201
176.8,0.519,0.468,2.500,1.171,1.848,0.928,3.266
175.0,0.586,0.490,2.265,1.088,1.769,0.928,3.313
188.0,0.493,0.460,2.300,1.196,1.643,0.876,3.161
182.3,0.524,0.460,2.268,1.090,1.874,0.884,3.220
187.3,0.583,0.470,2.078,1.093,1.927,0.929,3.129
179.3,0.628,0.483,2.144,1.078,1.626,0.935,3.136
172.2,0.619,0.461,2.291,1.119,1.725,0.949,3.100
182.6,0.580,0.476,2.098,1.131,1.696,0.938,3.211
177.4,0.484,0.464,2.281,1.260,1.825,0.951,3.145
170.2,0.619,0.481,2.209,1.144,1.673,0.947,3.114
192.9,0.513,0.444,2.315,1.037,1.904,0.834,3.068
181.9,0.510,0.476,2.372,1.079,1.975,0.867,3.165
178.7,0.634,0.474,2.198,1.172,1.717,0.944,3.172
213.6,0.792,0.467,2.116,0.867,1.367,0.941,3.309
184.1,0.473,0.457,2.290,1.250,1.867,0.909,3.255
199.6,0.498,0.475,2.367,1.136,1.768,0.875,3.308
187.8,0.589,0.467,2.284,1.067,1.684,0.993,3.217
172.6,0.523,0.464,2.286,1.081,1.905,0.915,3.061
175.5,0.525,0.471,2.331,1.097,1.811,0.908,3.433
185.8,0.533,0.493,2.267,1.016,1.742,0.824,3.274
182.5,0.637,0.466,2.128,1.088,1.603,0.908,3.239
175.2,0.624,0.482,2.262,1.058,1.575,0.915,3.237
182.0,0.658,0.466,2.220,1.159,1.524,0.997,3.128
191.3,0.659,0.474,2.264,1.095,1.679,0.922,3.231
175.5,0.539,0.468,2.345,1.125,1.913,0.903,3.205
200.9,0.629,0.451,2.267,1.074,1.589,0.932,3.149
223.9,0.885,0.459,2.197,0.872,1.300,0.866,3.012
180.0,0.533,0.488,2.332,1.049,1.933,0.846,3.330
184.7,0.529,0.468,2.222,1.145,1.680,0.886,3.247
189.3,0.604,0.462,2.236,1.098,1.547,0.875,3.150
178.5,0.459,0.462,2.605,1.180,1.866,0.992,3.342
188.2,0.596,0.465,2.157,1.098,1.626,0.955,3.333
196.7,0.549,0.444,2.351,1.077,2.052,0.889,3.010
171.6,0.516,0.486,2.213,1.181,1.853,0.861,3.230
213.2,0.823,0.490,2.304,0.975,1.291,0.952,3.405
188.9,0.562,0.471,2.297,1.115,1.680,0.876,3.276
178.8,0.507,0.471,2.266,1.197,1.813,0.890,3.257
180.2,0.501,0.473,2.249,1.211,1.805,0.872,3.183
199.3,0.585,0.473,2.311,1.064,1.754,0.838,3.137
187.0,0.624,0.453,2.099,1.018,1.661,0.954,3.150
176.0,0.604,0.457,2.274,1.097,1.680,0.931,3.020
191.7,0.485,0.450,2.352,1.199,1.931,0.917,3.127
195.2,0.552,0.434,2.309,1.127,1.679,0.879,3.106
184.4,0.504,0.458,2.480,1.133,1.901,0.921,3.311
182.6,0.598,0.443,2.299,1.034,1.794,0.906,3.289
189.6,0.586,0.465,2.330,1.070,1.649,0.862,3.188
188.7,0.544,0.448,2.325,1.212,1.928,0.869,2.992
190.4,0.521,0.426,2.407,1.158,1.906,0.945,2.979
192.8,0.572,0.462,2.456,1.069,1.778,0.953,3.328
184.8,0.631,0.455,2.245,1.204,1.715,1.017,3.166
185.5,0.517,0.471,2.519,1.148,2.040,0.891,3.359
194.1,0.595,0.443,2.306,1.104,1.755,0.882,3.235
178.6,0.523,0.445,2.324,1.188,1.732,0.909,3.258
202.1,0.726,0.434,2.248,0.923,1.633,0.865,3.134
181.9,0.446,0.457,2.419,1.235,2.002,0.902,3.281
206.7,0.668,0.435,2.216,0.967,1.685,0.998,3.187
198.7,0.529,0.467,2.331,1.177,1.686,0.885,3.332
193.3,0.711,0.444,2.166,1.113,1.620,1.061,3.017
179.3,0.522,0.444,2.274,1.269,1.876,0.874,3.001
191.2,0.678,0.471,2.262,0.995,1.531,1.030,3.380
224.3,0.834,0.438,2.082,0.875,1.396,0.969,3.125
188.9,0.659,0.451,2.084,1.015,1.639,0.935,3.121
192.9,0.554,0.429,2.374,1.040,1.778,0.822,3.114
178.7,0.601,0.434,2.255,1.137,1.685,0.880,2.852
195.4,0.565,0.452,2.285,1.153,1.807,0.924,3.177
230.8,0.872,0.456,2.161,0.786,1.375,0.844,3.243
185.8,0.501,0.432,2.471,1.124,1.836,0.961,3.144
188.7,0.611,0.429,2.272,1.033,1.703,0.857,3.071
201.0,0.497,0.451,2.327,1.188,1.678,0.837,3.089
189.2,0.648,0.419,2.183,1.036,1.650,0.877,3.064
188.8,0.561,0.435,2.238,1.126,1.865,0.931,3.167
179.2,0.552,0.454,2.162,1.167,1.892,0.865,3.171
189.0,0.614,0.460,2.268,1.003,1.923,0.828,3.046
232.3,0.853,0.427,2.019,0.820,1.562,0.920,3.134
180.7,0.466,0.436,2.418,1.256,1.958,0.864,3.101
177.2,0.499,0.424,2.276,1.296,1.927,0.868,3.033
194.2,0.574,0.437,2.343,1.057,1.804,0.876,3.073
177.2,0.496,0.447,2.457,1.297,1.862,0.918,3.214
180.8,0.627,0.432,2.295,1.034,1.702,0.867,2.995
204.6,0.729,0.432,2.244,0.831,1.639,0.812,3.041
190.5,0.603,0.461,2.156,1.189,1.608,0.917,3.404
194.5,0.686,0.445,2.245,1.069,1.533,0.898,3.096
192.5,0.580,0.445,2.251,1.114,1.804,0.896,3.057
209.9,0.711,0.428,2.215,0.914,1.734,0.873,3.027
198.1,0.638,0.450,2.287,1.051,1.654,1.006,3.045
196.3,0.619,0.445,2.283,1.091,1.515,0.958,3.073
186.9,0.566,0.438,2.248,1.068,1.872,0.901,3.009
192.2,0.752,0.432,2.218,1.008,1.546,0.909,3.191
192.9,0.498,0.455,2.431,1.175,1.956,0.916,3.246
181.4,0.648,0.442,2.290,0.953,1.745,0.853,2.991
212.5,0.552,0.426,2.261,1.031,1.601,0.882,3.064
179.7,0.538,0.441,2.248,1.094,1.808,0.837,3.155
187.9,0.557,0.441,2.313,1.131,1.630,0.927,3.150
191.1,0.515,0.448,2.439,1.190,1.854,0.878,3.071
197.2,0.607,0.451,2.322,1.015,1.852,0.916,3.118
202.7,0.685,0.433,2.097,1.000,1.569,0.901,3.041
179.7,0.529,0.468,2.403,1.108,1.940,0.966,3.268
180.8,0.515,0.474,2.592,1.136,1.823,0.941,3.305
186.4,0.490,0.460,2.461,1.187,1.894,0.903,3.346
173.8,0.553,0.461,2.350,1.121,1.859,0.839,3.092
174.9,0.556,0.470,2.253,1.030,1.842,0.882,3.225
196.3,0.694,0.453,2.170,0.995,1.543,0.900,3.018
193.1,0.508,0.445,2.238,1.229,1.775,0.903,2.985
191.6,0.545,0.450,2.319,1.126,1.698,0.885,3.026
184.1,0.539,0.459,2.276,1.060,1.773,0.810,3.398
194.1,0.530,0.468,2.435,1.079,1.695,0.876,3.256
189.2,0.575,0.452,2.163,0.974,1.772,0.902,3.347
200.9,0.578,0.448,2.302,0.973,1.803,0.874,3.140
196.3,0.663,0.438,2.307,0.985,1.619,0.981,3.364
207.4,0.628,0.453,2.178,1.014,1.651,0.941,3.131
181.6,0.478,0.456,2.454,1.222,1.899,0.888,3.119
195.5,0.563,0.452,2.270,1.133,2.073,0.901,3.098
217.5,0.742,0.454,2.231,0.927,1.389,0.912,3.304
199.7,0.540,0.446,2.295,1.032,1.960,0.822,3.098
180.6,0.626,0.471,2.314,1.051,1.728,0.901,3.291
183.3,0.530,0.434,2.356,1.192,1.846,0.922,2.986
187.0,0.508,0.439,2.304,1.051,1.750,0.814,3.238
206.5,0.534,0.434,2.358,1.118,1.938,0.900,2.952
196.0,0.509,0.434,2.321,1.103,2.092,0.807,2.971
182.8,0.590,0.459,2.262,1.035,1.846,0.857,3.303
181.9,0.510,0.433,2.231,1.159,1.986,0.892,2.966
185.1,0.488,0.452,2.401,1.102,2.024,0.856,3.188
193.3,0.489,0.467,2.379,1.032,1.851,0.840,3.261
190.6,0.668,0.443,2.268,1.012,1.612,0.921,3.129
193.1,0.605,0.444,2.370,0.983,1.745,0.857,3.165
182.0,0.543,0.439,2.213,1.098,1.731,0.927,3.189
179.9,0.562,0.453,2.182,1.040,1.969,0.810,3.070
191.9,0.677,0.436,2.286,1.042,1.751,0.927,3.085
183.7,0.524,0.440,2.252,1.165,1.850,0.913,3.179
194.1,0.699,0.461,2.235,0.895,1.471,0.864,3.252
189.3,0.537,0.461,2.235,1.085,1.747,0.901,3.242
199.8,0.515,0.439,2.259,1.132,1.669,0.826,3.168
192.4,0.602,0.440,2.309,1.091,1.823,0.859,3.216
186.8,0.569,0.443,2.212,1.340,1.555,0.981,3.067
188.3,0.522,0.440,2.339,1.153,1.956,0.890,3.123
202.7,0.717,0.471,2.236,0.899,1.680,0.862,3.179
195.1,0.518,0.461,2.395,1.104,1.863,0.865,3.275
208.3,0.699,0.440,2.236,0.839,1.496,0.921,3.170
197.5,0.808,0.439,2.168,0.968,1.590,0.914,3.065
211.9,0.768,0.437,2.240,0.849,1.683,0.935,3.060
195.6,0.728,0.446,2.321,1.017,1.553,0.924,3.229
193.4,0.484,0.458,2.347,1.176,2.067,0.896,3.266
184.7,0.574,0.447,2.458,1.035,1.800,0.902,3.264
202.3,0.670,0.445,2.292,0.990,1.558,0.910,3.194
184.9,0.580,0.430,2.294,1.113,1.908,0.862,3.192
193.6,0.472,0.448,2.570,1.158,1.997,0.947,3.198
185.0,0.507,0.450,2.286,1.141,1.935,0.893,3.444
179.0,0.485,0.464,2.352,1.299,2.095,0.872,3.167
193.6,0.488,0.430,2.473,1.157,1.971,0.948,3.317
213.4,0.815,0.472,2.101,0.860,1.273,0.972,3.434
175.1,0.590,0.456,2.262,0.984,1.978,0.880,3.044
204.2,0.762,0.454,2.175,0.944,1.652,0.970,3.102
179.5,0.466,0.459,2.362,1.227,2.201,0.865,3.235
176.9,0.517,0.432,2.364,1.129,2.102,0.900,3.084
189.4,0.619,0.456,2.324,0.983,1.556,0.914,3.159
191.8,0.473,0.449,2.371,1.221,1.903,0.941,3.209
191.3,0.520,0.446,2.143,1.186,1.735,0.877,3.289
172.7,0.539,0.454,2.446,1.123,1.951,0.925,3.228
204.8,0.761,0.452,2.245,0.919,1.473,1.013,3.268
193.3,0.628,0.453,2.159,0.997,1.982,0.870,3.117
194.9,0.556,0.442,2.331,1.079,1.873,0.942,3.167
185.3,0.472,0.442,2.428,1.090,1.829,0.865,3.165
189.8,0.612,0.452,2.214,1.063,1.832,0.956,3.287
194.9,0.572,0.440,2.348,1.103,1.735,0.954,3.292
197.8,0.473,0.449,2.331,1.261,1.769,0.945,3.224
184.6,0.486,0.433,2.304,1.303,1.983,0.890,3.386
193.7,0.531,0.441,2.235,1.142,1.734,0.913,3.270
186.6,0.505,0.465,2.351,1.028,1.851,0.856,3.132
177.6,0.472,0.459,2.341,1.290,1.897,0.949,3.041
198.8,0.533,0.449,2.357,1.117,1.807,0.929,3.147
187.0,0.543,0.436,2.417,1.155,1.747,0.951,3.064
189.1,0.488,0.445,2.265,1.098,1.805,0.962,3.003
182.6,0.503,0.440,2.446,1.101,1.727,0.921,3.035
178.1,0.532,0.453,2.413,1.131,1.754,0.931,3.200
183.0,0.492,0.445,2.365,1.191,1.715,0.974,3.056
175.9,0.517,0.463,2.485,1.147,1.937,0.983,3.234
182.9,0.491,0.417,2.650,1.086,1.913,0.948,3.186
191.0,0.493,0.460,2.436,1.147,1.774,1.055,3.236
187.7,0.497,0.453,2.336,1.153,1.779,0.949,3.275
182.6,0.487,0.439,2.419,1.329,1.870,1.018,3.093
187.8,0.483,0.445,2.379,1.211,1.732,0.939,3.110
189.9,0.559,0.458,2.355,1.008,1.926,0.940,3.109
183.7,0.534,0.430,2.269,1.265,1.805,0.970,3.016
169.8,0.530,0.468,2.500,1.144,1.904,1.039,3.146
181.5,0.544,0.454,2.342,1.082,1.685,0.920,3.248
169.6,0.502,0.443,2.536,1.192,1.897,0.949,3.291
192.2,0.477,0.431,2.322,1.147,1.772,0.952,3.035
184.5,0.531,0.436,2.198,1.212,1.800,0.972,3.073
177.1,0.453,0.455,2.343,1.283,1.805,0.918,3.221
192.6,0.619,0.422,2.396,1.051,1.691,0.953,3.215
183.7,0.500,0.446,2.368,1.208,1.822,0.949,3.170
193.9,0.529,0.440,2.312,1.177,1.802,0.909,3.106
180.1,0.524,0.450,2.432,1.122,1.754,0.993,3.169
177.4,0.460,0.451,2.320,1.172,1.960,0.914,3.176
188.5,0.497,0.438,2.336,1.099,1.940,0.901,3.172
175.5,0.507,0.450,2.398,1.160,1.856,0.938,3.291
191.1,0.518,0.439,2.387,1.108,1.855,0.979,3.196
190.7,0.676,0.456,2.345,0.977,1.738,0.925,3.209
187.9,0.531,0.447,2.327,1.100,1.781,0.958,3.230
169.3,0.506,0.458,2.404,1.324,1.770,0.938,3.106
178.6,0.529,0.443,2.506,1.129,1.857,0.975,3.181
170.7,0.504,0.472,2.344,1.237,1.894,0.965,3.162
167.6,0.463,0.472,2.511,1.205,2.001,0.929,3.243
185.5,0.633,0.440,2.256,0.985,1.725,0.923,3.342
176.1,0.490,0.463,2.338,1.174,1.855,0.847,3.141
181.2,0.523,0.444,2.277,1.071,1.732,0.960,3.191
187.6,0.508,0.463,2.417,1.161,1.724,0.930,3.244
201.7,0.667,0.448,2.219,1.112,1.497,1.076,3.164
185.0,0.512,0.449,2.340,1.097,1.753,0.948,3.083
172.0,0.523,0.467,2.392,1.187,1.736,0.957,3.271
188.9,0.532,0.454,2.347,1.176,1.838,0.889,3.148
178.4,0.516,0.451,2.268,1.189,1.971,0.925,3.273
189.7,0.519,0.425,2.200,1.254,1.670,0.936,3.126
186.6,0.587,0.451,2.389,1.071,1.695,0.939,3.104
187.9,0.554,0.450,2.319,1.082,1.816,0.928,3.181
190.7,0.516,0.427,2.395,1.186,1.739,0.974,3.132
183.7,0.594,0.441,2.253,1.262,1.738,1.059,3.105
185.8,0.450,0.460,2.412,1.296,1.912,0.967,3.181
179.7,0.569,0.454,2.384,1.137,1.711,0.932,3.304
174.2,0.513,0.456,2.491,1.125,1.985,0.950,3.259
191.3,0.502,0.461,2.333,1.109,1.888,0.927,3.326
186.9,0.499,0.440,2.282,1.147,1.795,0.941,3.023
190.4,0.519,0.444,2.223,1.146,1.919,0.916,3.210
189.1,0.491,0.444,2.369,1.152,1.808,0.953,3.181
180.7,0.507,0.438,2.176,1.226,1.917,0.926,3.053
168.2,0.527,0.456,2.431,1.230,1.734,1.025,3.151
183.7,0.503,0.457,2.323,1.132,1.845,1.001,3.096
199.1,0.529,0.447,2.297,1.078,1.770,0.954,3.218
175.0,0.495,0.456,2.189,1.230,1.829,0.917,3.183
184.5,0.487,0.468,2.370,1.114,1.807,0.974,3.079
188.9,0.517,0.439,2.370,1.092,1.739,0.926,3.086
185.7,0.541,0.449,2.406,1.081,1.624,0.891,3.114
181.8,0.517,0.454,2.323,1.141,1.747,0.929,3.125
180.6,0.524,0.454,2.396,1.125,1.836,0.976,3.297
187.2,0.499,0.451,2.326,1.203,1.869,0.892,3.249
187.0,0.480,0.435,2.471,1.259,1.796,0.957,3.125
185.4,0.539,0.444,2.267,1.126,1.783,0.937,3.204
177.4,0.516,0.453,2.489,1.184,1.940,0.971,3.243
178.3,0.489,0.456,2.392,1.125,1.820,0.926,3.219
170.6,0.503,0.475,2.320,1.096,1.846,0.965,3.232
189.8,0.465,0.434,2.380,1.164,1.796,0.919,3.109
195.6,0.590,0.440,2.350,0.993,1.570,0.887,3.135
178.5,0.530,0.462,2.402,1.258,1.849,0.911,3.185
182.5,0.534,0.455,2.210,1.085,1.772,0.879,3.238
188.0,0.541,0.432,2.182,1.062,1.829,0.915,3.131
173.6,0.483,0.475,2.434,1.138,1.858,0.987,3.166
180.7,0.508,0.456,2.295,1.228,1.926,0.998,3.146
183.8,0.542,0.442,2.299,1.111,1.750,0.905,3.115
186.7,0.480,0.449,2.372,1.152,1.812,0.914,3.166
193.0,0.483,0.431,2.427,1.158,1.789,0.934,3.134
177.0,0.537,0.447,2.441,1.148,1.754,0.962,3.264
182.4,0.497,0.464,2.355,1.131,1.859,0.935,3.125
181.9,0.512,0.443,2.309,1.180,1.817,0.939,3.067
183.2,0.622,0.450,2.333,1.048,1.702,0.938,3.269
183.1,0.500,0.462,2.348,1.132,1.862,0.903,3.329
190.3,0.486,0.441,2.273,1.217,1.732,0.912,3.092
190.7,0.582,0.452,2.290,1.004,1.636,0.911,3.212
198.0,0.511,0.447,2.433,0.975,1.813,0.888,3.144
183.5,0.510,0.451,2.287,1.194,1.837,1.003,3.203
188.8,0.508,0.456,2.349,1.164,1.762,0.966,3.165
188.2,0.472,0.441,2.375,1.195,1.946,0.933,2.998
181.0,0.544,0.462,2.265,1.145,1.658,0.974,3.262
177.2,0.594,0.452,2.186,1.055,1.711,0.917,3.223
181.5,0.554,0.452,2.469,1.076,1.754,0.961,3.135
192.1,0.496,0.456,2.291,1.092,1.836,0.912,3.149
178.9,0.615,0.460,2.353,1.068,1.692,0.947,3.172
177.9,0.499,0.468,2.382,1.227,1.877,0.951,3.092
185.9,0.533,0.437,2.324,1.071,1.781,0.929,3.075
181.6,0.490,0.461,2.371,1.317,1.815,0.979,3.139
186.5,0.531,0.466,2.335,1.050,1.743,0.968,3.170
187.3,0.562,0.448,2.296,1.116,1.787,0.986,3.284
175.2,0.478,0.453,2.419,1.275,1.817,0.991,3.181
185.2,0.563,0.457,2.290,1.158,1.683,0.946,3.291
188.9,0.506,0.461,2.306,1.184,1.736,0.978,3.215
188.3,0.461,0.427,2.361,1.216,1.899,0.992,3.031
174.9,0.499,0.475,2.460,1.148,1.880,0.969,3.223
182.7,0.542,0.440,2.333,1.174,1.738,0.982,3.272
171.3,0.486,0.464,2.474,1.271,1.889,1.007,3.177
183.0,0.481,0.450,2.336,1.216,1.930,0.944,3.195
181.4,0.483,0.451,2.333,1.173,1.881,0.900,3.130
187.7,0.480,0.456,2.417,1.078,1.870,0.978,3.136
189.1,0.462,0.437,2.236,1.211,1.822,0.922,3.084
186.4,0.500,0.444,2.326,1.129,1.830,0.954,3.155
200.5,0.527,0.451,2.224,1.086,1.841,0.933,3.120
190.5,0.485,0.446,2.396,1.169,1.864,0.956,3.152
190.7,0.479,0.455,2.329,1.189,1.851,0.935,3.217
169.1,0.521,0.465,2.488,1.225,1.850,0.909,3.282
175.1,0.499,0.449,2.413,1.192,1.865,0.937,3.193
185.8,0.511,0.458,2.400,1.188,1.830,0.952,3.240
183.8,0.517,0.449,2.340,1.193,1.873,0.956,3.076
178.6,0.552,0.446,2.335,1.095,1.726,0.918,3.110
196.4,0.663,0.427,2.026,1.017,1.781,0.919,3.008
179.2,0.499,0.439,2.266,1.126,1.876,0.944,3.125
174.1,0.488,0.462,2.467,1.165,1.982,0.971,3.231
177.6,0.503,0.431,2.209,1.236,1.877,0.933,3.081
187.1,0.495,0.434,2.290,1.181,1.824,0.908,3.087
183.5,0.507,0.444,2.285,1.131,1.983,0.943,3.124
182.8,0.477,0.446,2.379,1.319,1.790,0.992,3.102
184.9,0.496,0.455,2.381,1.071,1.817,0.901,3.204
187.2,0.670,0.450,2.252,1.063,1.529,0.973,3.201
178.6,0.455,0.442,2.476,1.221,1.934,0.926,3.195
172.7,0.504,0.471,2.307,1.153,1.804,0.922,3.376
192.9,0.534,0.448,2.290,1.061,1.865,0.961,3.127
179.9,0.577,0.439,2.333,1.127,1.823,0.919,3.120
195.5,0.579,0.436,2.259,1.063,1.649,0.883,3.258
178.3,0.553,0.472,2.351,1.142,1.698,0.891,3.418
170.9,0.537,0.437,2.399,1.128,1.668,0.984,3.331
204.0,0.817,0.451,2.124,0.956,1.482,1.031,3.035
185.2,0.486,0.437,2.293,1.079,1.821,0.891,3.158
185.4,0.477,0.440,2.353,1.153,1.819,0.930,3.068
187.8,0.557,0.444,2.215,1.146,1.637,0.966,3.135
193.7,0.526,0.468,2.269,1.099,1.735,0.911,3.255
177.7,0.480,0.465,2.371,1.214,1.848,1.029,3.213
181.0,0.507,0.464,2.443,1.091,1.845,0.933,3.237
190.9,0.499,0.463,2.373,1.137,1.786,0.974,3.337
183.9,0.474,0.429,2.264,1.163,1.817,0.936,3.021
183.9,0.501,0.452,2.452,1.154,1.855,0.980,3.184
180.2,0.477,0.453,2.391,1.197,1.792,1.000,3.228
199.7,0.484,0.428,2.319,1.241,1.929,0.934,3.203
182.1,0.504,0.434,2.301,1.293,1.784,0.987,3.081
187.3,0.528,0.464,2.440,1.161,1.676,1.058,3.213
187.3,0.503,0.446,2.329,1.115,1.894,0.908,3.143
185.6,0.500,0.453,2.437,1.199,1.775,0.955,3.195
182.3,0.479,0.452,2.396,1.173,1.840,0.911,3.197
186.3,0.455,0.451,2.430,1.286,1.860,0.964,3.111
187.5,0.466,0.453,2.373,1.121,1.912,0.956,3.236
185.6,0.484,0.437,2.350,1.116,1.703,0.947,3.206
185.0,0.528,0.442,2.351,1.121,1.899,0.969,3.299
181.9,0.494,0.429,2.261,1.222,1.866,0.941,3.087
